humanratings,mainrel,rstpostprob79,rstpostprob9,subrel,wordpair
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.05761941 0.00110299]",3,"[0.19692299 0.27377095 0.57933596 0.43894161 0.16085483 0.50227527
 0.04260279 0.14490126 0.13656616 0.14789375 0.49129819 0.35656149
 0.08374166 0.4982762  0.59812535 0.55751929 0.56082778 0.58111744
 0.18046904 0.18589921 0.67870049 0.36237878 0.5899624  0.48702222
 0.4089456  0.45831604 0.49294258 0.28874287 0.44717212 0.38118949
 0.19575087 0.05339103 0.53804868 0.17127433 0.09328653 0.5924062
 0.57099601 0.00300169 0.00414451 0.65694894 0.62927938 0.38100529
 0.69444748 0.41674735 0.51547337 0.49530125 0.34660709 0.51270435
 0.09945894 0.3283135  0.12585229 0.38317314 0.31974924 0.2644319
 0.5512066  0.31824796 0.73440752 0.87189083 0.62368658 0.09066423
 0.23585197 0.2386117  0.53888256 0.12579506 0.28921992 0.08698402
 0.09008912 0.10299482 0.50556001 0.24256318 0.57450199 0.26630063
 0.29382516 0.15891954 0.00120242 0.1471086  0.2857075  0.02249829
 0.02147353]","[0.55751929 0.67870049 0.5899624  0.4089456  0.49294258 0.38118949
 0.73440752 0.87189083 0.09066423]",8,heat:sweat
"[0.00110299 0.00110299 0.03037535 0.         0.         0.
 0.         0.         0.        ]",1,"[0.04603099 0.03849029 0.06394409 0.13625468 0.09267414 0.57967345
 0.10456858 0.42787018 0.0972747  0.22116501 0.35866206 0.21705385
 0.07020548 0.38374601 0.10815211 0.28038066 0.38388024 0.3440582
 0.0661089  0.22851336 0.51811448 0.20576177 0.85741552 0.57813572
 0.49074292 0.17814739 0.48139968 0.4250094  0.28866861 0.40703393
 0.42171913 0.0079605  0.02419387 0.20530451 0.45625799 0.09671466
 0.13880586 0.17348199 0.0845012  0.72334189 0.11461051 0.34447528
 0.33758256 0.30223486 0.01802312 0.4572275  0.45384046 0.5492428
 0.1281836  0.07781362 0.3553772  0.19271365 0.17378214 0.19865113
 0.46929911 0.02247404 0.10683858 0.63746611 0.36776365 0.4130342
 0.06565226 0.32051179 0.33403521 0.11491042 0.23251339 0.11396771
 0.38614259 0.60020885 0.3972862  0.59286014 0.24648355 0.32184795
 0.0775698  0.30362153 0.34271206 0.38145848 0.21874846 0.04618956
 0.16381146]","[0.28038066 0.51811448 0.85741552 0.49074292 0.48139968 0.40703393
 0.10683858 0.63746611 0.4130342 ]",3,heat:temperature
"[0.         0.         0.         0.         0.         0.
 0.02440512 0.00110299 0.00110299]",3,"[2.91807076e-01 1.06126667e-01 9.87802448e-02 1.56717352e-01
 8.31493243e-03 2.96922836e-01 2.71387014e-01 2.04298315e-01
 3.12036382e-01 1.76187019e-01 1.88864238e-01 8.50480145e-02
 1.39221730e-01 3.48463487e-02 6.51651081e-02 9.15780736e-02
 3.57508913e-02 1.43847101e-01 2.32401772e-01 2.24914100e-01
 3.10080968e-01 8.46759051e-02 8.94261410e-02 5.11789167e-01
 6.06500098e-01 2.12986660e-01 4.93789072e-01 6.03037560e-01
 4.09577765e-01 4.92303028e-01 6.04578912e-01 1.12699506e-01
 2.28186606e-02 6.04013979e-01 5.63565755e-01 2.25224315e-01
 4.56350166e-01 9.30886556e-02 1.87186552e-01 3.78686953e-01
 5.29631958e-01 1.36486577e-01 6.86653836e-01 2.87241541e-02
 5.70201295e-01 2.09028317e-01 3.84584700e-01 4.38135525e-02
 2.99051708e-01 1.12975884e-01 2.54843979e-02 6.00416559e-01
 3.06351499e-02 6.53313459e-04 2.46962972e-01 5.21856596e-01
 8.42640406e-01 2.83984665e-01 2.08301274e-01 5.86427535e-01
 6.09163625e-01 8.29548831e-01 7.17936523e-01 3.54443645e-01
 1.64763595e-01 4.92989239e-01 2.84249980e-01 2.13358714e-03
 5.32253585e-01 4.97788491e-01 1.32718303e-02 2.36038078e-02
 4.17462661e-02 1.04024599e-01 1.84073104e-01 6.39877136e-02
 2.37624426e-01 1.43818749e-01 3.90801655e-01]","[0.09157807 0.31008097 0.08942614 0.6065001  0.49378907 0.49230303
 0.84264041 0.28398467 0.58642753]",7,heater:warmth
"[0.         0.         0.         0.00110299 0.00110299 0.06420546
 0.         0.         0.        ]",2,"[2.53576650e-01 2.08649860e-01 1.17369024e-01 2.96188041e-01
 3.13841637e-01 2.17434530e-01 5.35421002e-01 8.64029674e-02
 1.77551163e-01 2.38615054e-02 1.36454295e-01 6.33300129e-02
 2.05262534e-01 5.37035563e-02 9.62042079e-02 6.00566734e-01
 7.28204220e-01 4.25551376e-01 4.96748952e-01 3.12144732e-01
 6.36909275e-01 7.18998009e-01 5.16088158e-01 7.50772038e-01
 6.52559881e-01 5.34024918e-01 7.86212833e-01 4.56839522e-01
 5.28307390e-01 8.74561993e-01 1.08579024e-01 1.28386335e-01
 5.74939754e-01 2.87859391e-02 2.57130931e-01 3.79500908e-01
 7.87099936e-01 5.78424738e-04 3.32118060e-03 4.61560227e-02
 1.15292560e-01 3.97804347e-01 4.46564994e-01 3.93959269e-01
 1.85692085e-01 5.18426158e-01 1.71681861e-02 6.90006802e-01
 1.12525302e-01 6.21013894e-02 9.48820738e-03 2.59685397e-01
 3.90616117e-02 1.33375956e-01 1.63578783e-01 6.16394806e-01
 7.92240803e-03 2.04741459e-01 5.88405040e-02 2.24937979e-01
 2.48878115e-01 2.75299476e-02 2.21386604e-02 6.39287497e-02
 3.42880949e-01 1.81545771e-01 4.27912302e-03 3.46315964e-01
 5.82207552e-03 3.33719408e-01 3.19139343e-02 4.41081423e-01
 1.61739452e-01 4.75057955e-01 9.94295602e-03 6.17614169e-02
 9.05991148e-03 2.56821445e-01 8.03125154e-02]","[0.60056673 0.63690927 0.51608816 0.65255988 0.78621283 0.87456199
 0.00792241 0.20474146 0.22493798]",6,high:down
"[0.         0.         0.         0.00110299 0.05059975 0.00110299
 0.         0.         0.        ]",2,"[2.84488396e-01 1.85391776e-01 3.74234203e-01 4.95753070e-01
 3.41278774e-01 3.44010182e-01 4.18733954e-01 6.74530332e-01
 6.28467345e-02 7.94221273e-02 2.79492671e-01 3.07659330e-01
 4.90635217e-01 2.43451642e-02 1.73433278e-01 7.80902666e-01
 7.82996710e-01 2.92150481e-01 2.16991880e-01 5.17957534e-01
 7.18271910e-01 7.42695366e-01 5.28158965e-01 8.23096460e-01
 7.79152281e-01 4.75385978e-01 8.51688812e-01 6.10287331e-01
 3.11437135e-01 7.85433735e-01 2.05687693e-02 5.86277232e-01
 3.82202013e-01 6.69280595e-02 2.53528698e-01 2.78471156e-01
 1.09028796e-01 2.00863086e-01 1.58317922e-01 2.38479918e-01
 2.65911316e-02 2.89024044e-01 2.12156375e-05 6.24059190e-01
 1.93514108e-02 1.15206378e-01 5.90380757e-02 6.27346028e-01
 1.06311162e-01 3.46164360e-01 4.90883716e-02 5.92619927e-02
 5.82240981e-02 1.51749830e-01 1.23039973e-01 1.93893521e-01
 2.16439607e-02 4.27572979e-02 1.64595472e-02 3.67207433e-01
 2.82320810e-01 6.36099550e-02 1.64631219e-01 2.62648168e-02
 2.18450213e-01 2.32505910e-01 2.81108836e-01 3.52825389e-01
 6.90857129e-02 3.13403340e-01 3.99343731e-02 4.75463876e-01
 1.56744380e-01 1.19875709e-01 8.58961454e-02 2.16719530e-01
 1.04507448e-01 1.91360424e-01 1.84108044e-01]","[0.78090267 0.71827191 0.52815897 0.77915228 0.85168881 0.78543373
 0.02164396 0.0427573  0.36720743]",5,high:low
"[0.00110299 0.06568228 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.23927563 0.02363195 0.12113662 0.0219698  0.20455902 0.3324237
 0.45772277 0.42511272 0.56081476 0.34727239 0.15627155 0.30242891
 0.37831936 0.15921331 0.23047446 0.7279071  0.71743983 0.55839298
 0.59173627 0.615674   0.82861659 0.60643015 0.39170025 0.37365943
 0.5009162  0.36350104 0.55369741 0.47865864 0.35746153 0.54910258
 0.2479152  0.02645193 0.0713328  0.41833839 0.23903589 0.00864544
 0.25859718 0.3968416  0.36493191 0.47803608 0.44497207 0.53415078
 0.15746003 0.53289939 0.13014774 0.05939642 0.20140333 0.54256633
 0.08690088 0.30919951 0.14495807 0.44977224 0.13995617 0.09107441
 0.38070609 0.33592492 0.21403362 0.11826705 0.26082827 0.31281652
 0.14891342 0.45611548 0.33992598 0.22980697 0.23937923 0.08655576
 0.08737078 0.28127101 0.05877113 0.34909588 0.24901729 0.32614323
 0.05429478 0.08987135 0.3858335  0.24727323 0.33874242 0.01459036
 0.22408521]","[0.7279071  0.82861659 0.39170025 0.5009162  0.55369741 0.54910258
 0.21403362 0.11826705 0.31281652]",2,hill:mountain
"[0.         0.         0.         0.11499814 0.00110299 0.00110299
 0.         0.         0.        ]",2,"[4.65718828e-02 7.00014478e-02 1.65574207e-01 6.68723166e-02
 7.41715894e-03 3.73529369e-02 2.87033216e-02 7.79975481e-02
 4.36962113e-02 7.88428879e-02 3.55903748e-02 7.58240104e-02
 5.89168220e-02 2.17984132e-02 2.43534922e-02 1.20990513e-01
 1.18739735e-01 1.21289278e-01 5.86651740e-02 6.22115383e-02
 4.34687538e-02 7.07012256e-02 7.08937962e-02 8.78258995e-01
 8.66812482e-01 7.37931764e-01 7.50846543e-01 8.46366936e-01
 5.90936792e-01 7.74234247e-01 7.48999507e-02 2.70189103e-05
 4.82244896e-02 8.15886316e-02 9.89184211e-02 1.58233231e-02
 1.42470889e-01 4.12604766e-02 4.25037092e-02 2.86566593e-05
 1.68468591e-01 3.99186215e-02 6.46386621e-03 9.40232742e-02
 5.18742547e-03 4.33476885e-02 5.86829171e-02 1.16237279e-01
 3.66625436e-02 4.21393311e-02 3.28112790e-02 1.22968895e-01
 6.36265417e-02 3.52198820e-02 3.35218841e-02 2.46085942e-02
 6.12328221e-02 3.11072709e-02 4.66508098e-02 5.57612128e-02
 2.55010787e-02 3.04608916e-02 8.00892973e-02 3.83206983e-02
 1.49354356e-02 1.61645450e-03 1.69490208e-02 3.53864368e-02
 3.86416995e-02 4.64746883e-02 1.42147806e-02 6.53112274e-02
 1.20158527e-01 1.29189451e-01 5.55211748e-02 3.28994966e-02
 6.80791614e-02 3.07878905e-02 6.73576838e-02]","[0.12099051 0.04346875 0.0708938  0.86681248 0.75084654 0.77423425
 0.06123282 0.03110727 0.05576121]",4,hot:cold
"[0.08838822 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[3.27897111e-02 1.10224665e-01 1.55088051e-01 8.76188499e-02
 1.81423558e-01 2.32117817e-01 1.15823298e-01 8.04684276e-02
 7.06516787e-02 7.32057489e-02 2.52916127e-01 1.45328955e-01
 1.50921031e-01 8.70014466e-03 1.18552732e-01 8.72254160e-01
 7.40012137e-01 1.54985664e-02 2.15508609e-01 5.71969112e-01
 6.27974611e-01 6.92509613e-01 2.97637016e-01 2.21494990e-01
 1.02398159e-01 9.23026540e-02 1.38639915e-01 5.05926595e-02
 7.70365416e-02 1.51985657e-01 1.93853095e-03 3.92087024e-02
 5.54092786e-02 6.79962468e-02 2.03126059e-02 2.82662776e-02
 2.20464111e-02 7.08057200e-02 3.82353561e-02 1.35765023e-01
 1.23521383e-02 7.30798616e-02 1.47796426e-04 1.33481954e-01
 6.00322407e-04 2.57301373e-02 4.98035827e-02 3.62288464e-02
 3.00087597e-03 1.62220183e-01 6.68185630e-03 1.93715935e-02
 4.19223146e-03 9.39515880e-02 2.01469130e-02 1.90925671e-02
 2.83062387e-03 1.10000795e-03 2.33609782e-03 5.23917401e-02
 4.27661024e-02 7.43513370e-02 8.84749833e-02 1.25288756e-02
 2.77445530e-01 1.98798162e-01 2.65168996e-01 2.16373838e-01
 5.66323355e-02 1.42169107e-01 2.99197021e-03 1.00443463e-01
 3.54116807e-02 2.74290983e-02 1.33059512e-01 3.64743185e-02
 7.65115871e-02 4.38058027e-03 6.60300500e-02]","[0.87225416 0.62797461 0.29763702 0.10239816 0.13863992 0.15198566
 0.00283062 0.00110001 0.05239174]",1,house:home
"[0.00110299 0.00407332 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[2.95653400e-01 3.19854338e-02 5.48520373e-01 5.19682508e-01
 9.80349153e-02 7.04259894e-01 4.09297079e-01 2.16017872e-01
 2.37828402e-01 1.37715108e-01 7.52296409e-01 7.08023110e-02
 4.88328464e-01 3.52208863e-02 2.04065233e-01 4.98124840e-01
 3.57089871e-01 2.90079593e-02 5.03967143e-01 1.20010335e-01
 8.22706083e-01 3.12270608e-01 4.31209138e-01 5.87220154e-01
 3.81295447e-01 4.22845699e-01 3.23896604e-01 4.11315642e-01
 2.15655367e-01 6.17483319e-01 4.19458382e-02 2.54426678e-01
 6.47583329e-02 1.79045156e-01 3.68915119e-01 9.08723489e-02
 6.68776250e-02 1.26201313e-03 4.04361997e-01 2.65828322e-01
 9.66603819e-02 4.31485277e-01 2.42345502e-04 3.06602838e-01
 6.66212012e-02 7.41440168e-02 9.89912845e-02 2.76669739e-01
 1.08089018e-01 2.74406168e-01 2.47588533e-02 5.18767142e-01
 6.59118617e-02 6.64895931e-02 5.38259208e-01 2.88095419e-01
 4.42484587e-01 2.71479827e-01 2.17606193e-01 1.45140697e-01
 7.13120899e-02 6.40484914e-01 1.17687585e-01 5.39927128e-02
 3.17517604e-01 2.76943121e-01 3.62480677e-01 2.81477483e-01
 5.55144302e-01 3.00056654e-01 3.96259410e-01 5.68085563e-01
 1.23267873e-01 1.80299500e-01 2.17293566e-01 1.66592338e-01
 1.10936954e-01 8.75813782e-02 4.75185588e-04]","[0.49812484 0.82270608 0.43120914 0.38129545 0.3238966  0.61748332
 0.44248459 0.27147983 0.1451407 ]",2,house:tent
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.13646702 0.00110299]",3,"[6.19678370e-01 3.27838748e-01 1.59773396e-01 3.33326791e-01
 6.70371724e-02 4.94572225e-01 7.24584095e-04 5.97467881e-02
 4.07331432e-02 2.47189173e-01 1.85817155e-01 3.10492211e-03
 1.62914721e-01 5.24030670e-01 4.68848940e-01 4.14792937e-01
 2.66032857e-01 5.48052389e-01 3.86940852e-02 8.04155187e-02
 5.85562322e-01 4.94793089e-01 7.53469490e-01 4.92818082e-02
 3.00098040e-01 1.36556378e-01 6.72957526e-02 1.19479174e-01
 5.82594504e-01 2.89180588e-02 4.50368796e-01 8.28046363e-02
 5.05479627e-02 3.96937337e-05 1.09929097e-03 7.70652046e-01
 3.99752085e-01 1.04013032e-01 1.64653482e-02 1.04704245e-02
 3.22776760e-01 4.57839235e-01 5.84913133e-01 6.83918292e-04
 6.05772748e-01 6.56603776e-01 1.68995762e-02 7.93802571e-02
 2.86115000e-01 3.45748355e-02 2.99937762e-02 4.96515823e-04
 3.66538206e-03 1.44770579e-01 7.79000982e-02 3.60277080e-03
 2.64385912e-01 8.29845635e-01 3.32404620e-01 1.39707981e-01
 2.55284402e-01 4.87798668e-06 7.91406415e-01 4.42463962e-04
 2.99536219e-02 9.62748261e-02 4.28911299e-01 1.14325364e-02
 3.42497717e-01 2.66896990e-01 6.19822368e-01 4.74781980e-01
 1.39937149e-01 1.19870393e-01 1.11298622e-03 1.32525475e-01
 4.37122593e-02 1.15509108e-03 4.90434988e-02]","[0.41479294 0.58556232 0.75346949 0.30009804 0.06729575 0.02891806
 0.26438591 0.82984563 0.13970798]",8,hunger:eat
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.00110299 0.04244482]",3,"[0.56993298 0.6289475  0.44234551 0.29729262 0.22399644 0.12615706
 0.09150242 0.50738857 0.0647474  0.37144563 0.18504281 0.50204383
 0.20736287 0.28873899 0.21712768 0.64127112 0.35462987 0.69989035
 0.09362209 0.1867266  0.7120097  0.66640533 0.65187128 0.62621415
 0.70493382 0.50531563 0.62524917 0.41308981 0.5820862  0.67179688
 0.60252664 0.3904659  0.33240767 0.03519745 0.27392366 0.63518741
 0.64540047 0.19174948 0.10788385 0.4453814  0.10384985 0.55287415
 0.27975959 0.60025826 0.28430955 0.54224642 0.31084138 0.44697769
 0.28114642 0.0779552  0.18992766 0.05242977 0.22298966 0.00873607
 0.36595373 0.13310781 0.57235243 0.31660537 0.2055003  0.85480595
 0.37844956 0.19542314 0.44814257 0.44517191 0.58886603 0.3859919
 0.66883505 0.71687745 0.65380403 0.35533059 0.0562745  0.15953725
 0.69571182 0.42653634 0.34139989 0.11694466 0.53660345 0.32925744
 0.52808771]","[0.64127112 0.7120097  0.65187128 0.70493382 0.62524917 0.67179688
 0.57235243 0.31660537 0.85480595]",9,ignite:burn
"[0.         0.         0.         0.         0.         0.
 0.02440512 0.00110299 0.00110299]",3,"[0.56088014 0.29934737 0.41056705 0.27834999 0.31505886 0.53048926
 0.01679857 0.27364973 0.26729297 0.06325546 0.4924881  0.24652638
 0.64934483 0.60766361 0.59548725 0.11753004 0.11139514 0.29872687
 0.22342661 0.26168905 0.60910667 0.25590899 0.59919669 0.07978202
 0.48353773 0.25095124 0.4336624  0.39419411 0.46910668 0.55880482
 0.55983753 0.59084859 0.32319925 0.21660555 0.57060958 0.52490426
 0.56422057 0.07079091 0.26599768 0.55233265 0.02416501 0.3683714
 0.33207575 0.19377218 0.12261469 0.34737378 0.18541599 0.25087674
 0.02677456 0.06120761 0.0489106  0.05767538 0.24120019 0.29766262
 0.43078502 0.14871907 0.8659968  0.07561589 0.43733512 0.08196262
 0.06725453 0.65728176 0.07850755 0.17590757 0.03208123 0.04350434
 0.02402936 0.1878651  0.44237233 0.39868552 0.58221613 0.19080171
 0.10728038 0.08733812 0.24272271 0.48352842 0.14734094 0.03555187
 0.2734693 ]","[0.11753004 0.60910667 0.59919669 0.48353773 0.4336624  0.55880482
 0.8659968  0.07561589 0.08196262]",7,illness:discomfort
"[0.         0.         0.         0.00110299 0.06383565 0.00110299
 0.         0.         0.        ]",2,"[0.28843365 0.39905841 0.53499272 0.49669662 0.19958101 0.23632178
 0.1340192  0.429753   0.11768422 0.00449628 0.34178131 0.51884973
 0.41218881 0.04685296 0.38254871 0.85339553 0.89511633 0.69603252
 0.28235291 0.74438369 0.7974505  0.84115931 0.49054291 0.9071401
 0.8256086  0.61144652 0.88991564 0.56602507 0.59209018 0.86764311
 0.00858103 0.1716011  0.4775108  0.01094212 0.00516768 0.60360696
 0.4147846  0.00717498 0.0262299  0.03922451 0.00784916 0.29886035
 0.00913728 0.76024674 0.04580416 0.10710361 0.06591387 0.74093216
 0.14685997 0.26185137 0.210056   0.08886806 0.0023917  0.10764951
 0.03531624 0.25889796 0.00475698 0.08118744 0.10388344 0.52892245
 0.25523503 0.02329707 0.00747772 0.02487376 0.26598655 0.21118537
 0.00379973 0.62128033 0.00541882 0.18578587 0.01118439 0.55450922
 0.29095699 0.15705492 0.00658239 0.13750539 0.18019415 0.29127965
 0.19319357]","[0.85339553 0.7974505  0.49054291 0.8256086  0.88991564 0.86764311
 0.00475698 0.08118744 0.52892245]",5,in:out
"[0.00110299 0.00110299 0.05641137 0.         0.         0.
 0.         0.         0.        ]",1,"[0.40090518 0.33113929 0.50166935 0.43647506 0.39587263 0.16565248
 0.49640142 0.48843936 0.50979158 0.21544427 0.56031469 0.04096174
 0.23292838 0.45915173 0.25881419 0.35519475 0.11995823 0.2755787
 0.22915885 0.30855079 0.17082683 0.3470466  0.83677284 0.02237695
 0.09946059 0.59312889 0.31538072 0.52640729 0.42415055 0.49748688
 0.60017899 0.11356355 0.14350102 0.05898673 0.08793962 0.07509761
 0.52926215 0.38186533 0.33314284 0.28395454 0.26242906 0.37814236
 0.46502256 0.03919434 0.2326149  0.4637498  0.12569198 0.11085239
 0.21428139 0.4278493  0.15355573 0.35095072 0.20157257 0.14174254
 0.11367329 0.11311201 0.31151108 0.48377913 0.22963977 0.3151684
 0.10078358 0.06293642 0.18668644 0.24397773 0.10245523 0.16091394
 0.29893778 0.38568447 0.65556446 0.06496709 0.052516   0.45049495
 0.25348863 0.36719575 0.06467287 0.47299904 0.13230313 0.05764341
 0.11139203]","[0.35519475 0.17082683 0.83677284 0.09946059 0.31538072 0.49748688
 0.31151108 0.48377913 0.3151684 ]",3,inflation:price
"[0.         0.         0.         0.         0.         0.
 0.0976205  0.00110299 0.00110299]",3,"[0.159518   0.0381001  0.10553385 0.31719188 0.11662625 0.15508508
 0.54275528 0.43470194 0.4264784  0.30326384 0.06032741 0.20101478
 0.49989341 0.18228884 0.14204465 0.32461098 0.55229337 0.29532662
 0.12958815 0.46967771 0.32568266 0.41557563 0.48200288 0.23706369
 0.53197163 0.56320805 0.52698045 0.33446681 0.32638106 0.466339
 0.53581662 0.61577795 0.13957442 0.24002992 0.48819441 0.43813692
 0.56934479 0.07711667 0.23348624 0.19668816 0.06155821 0.34585344
 0.21309233 0.26448594 0.20400063 0.56778351 0.01555146 0.24118389
 0.05940308 0.02788498 0.08033706 0.08929939 0.11170826 0.08167427
 0.18303557 0.19319375 0.872092   0.07428951 0.46159412 0.21615308
 0.05782103 0.46947025 0.12014054 0.24998743 0.13552605 0.16598055
 0.19582216 0.33540062 0.04836707 0.39100967 0.37032721 0.64491317
 0.11961103 0.18736409 0.05980789 0.36908028 0.35307607 0.08843736
 0.45665485]","[0.32461098 0.32568266 0.48200288 0.53197163 0.52698045 0.466339
 0.872092   0.07428951 0.21615308]",7,injury:pain
"[0.         0.         0.         0.00110299 0.01888874 0.00110299
 0.         0.         0.        ]",2,"[0.54864105 0.59166989 0.69505868 0.58285018 0.54745957 0.38751598
 0.46514038 0.6748443  0.57354313 0.25442349 0.70335234 0.5738084
 0.18636311 0.22474611 0.24171516 0.75054917 0.70628384 0.34399758
 0.16081378 0.51612198 0.61143813 0.69526114 0.47739875 0.74030135
 0.7533197  0.52959246 0.83093045 0.43938587 0.58726038 0.71472606
 0.13675161 0.27848836 0.26923906 0.20567154 0.34434605 0.02543043
 0.33472557 0.49105606 0.35233588 0.45180611 0.25449959 0.44899615
 0.05363034 0.67570841 0.07010539 0.08258965 0.18326428 0.64453222
 0.2208301  0.59537467 0.28761226 0.11149793 0.30463552 0.44386683
 0.23326097 0.14332383 0.33919047 0.15540108 0.46148798 0.31502667
 0.19552109 0.52979327 0.13286813 0.28500653 0.24930917 0.05994642
 0.07096961 0.43313648 0.4219147  0.27260447 0.18110803 0.62128257
 0.35103917 0.05235197 0.18595848 0.42084104 0.27916147 0.30826508
 0.37771535]","[0.75054917 0.61143813 0.47739875 0.7533197  0.83093045 0.71472606
 0.33919047 0.15540108 0.31502667]",5,interior:exterior
"[0.         0.         0.         0.         0.         0.
 0.11389058 0.00110299 0.00110299]",3,"[0.00436629 0.13104759 0.00569929 0.04756107 0.07760277 0.0757675
 0.09113541 0.11659275 0.07204176 0.09328714 0.08405117 0.07385096
 0.07395385 0.05550929 0.04461924 0.18490144 0.19521822 0.10655564
 0.1675886  0.01671155 0.08934044 0.10305676 0.12354652 0.07172663
 0.06382162 0.08868915 0.10092587 0.01063765 0.10921294 0.15615246
 0.13017757 0.05350302 0.06041213 0.1432342  0.1813354  0.1069111
 0.09106038 0.11950752 0.00389104 0.63933474 0.07454956 0.0572821
 0.09728908 0.08774779 0.17231411 0.1402303  0.07661287 0.1074648
 0.08714035 0.07862453 0.07775107 0.1447235  0.08161051 0.01798511
 0.08930868 0.02370957 0.67004203 0.344904   0.34420179 0.45838228
 0.48232868 0.84499049 0.1410766  0.22026883 0.02773139 0.03191404
 0.04908697 0.09150267 0.0554187  0.09133271 0.05193289 0.21112966
 0.07677024 0.05749106 0.0839567  0.07434081 0.01975988 0.04737071
 0.1270125 ]","[0.18490144 0.08934044 0.12354652 0.06382162 0.10092587 0.15615246
 0.67004203 0.344904   0.45838228]",7,joke:laughter
"[0.         0.         0.         0.00110299 0.00110299 0.0565008
 0.         0.         0.        ]",2,"[1.05437857e-02 6.76213854e-02 2.67138820e-02 2.95326583e-01
 1.21400684e-01 3.52132553e-01 9.46225320e-02 2.41634315e-02
 2.59610177e-01 5.51573191e-01 1.20873571e-01 5.32330356e-01
 1.23068063e-01 7.24597690e-02 1.48261671e-01 2.06841189e-01
 1.34070884e-01 4.77974972e-01 6.25444368e-01 9.61438992e-02
 6.41823468e-01 1.58204260e-01 2.28583717e-01 3.70381170e-01
 7.17330241e-01 9.18074010e-02 5.27820077e-01 6.46501294e-01
 6.57818167e-01 8.46869110e-01 1.86410723e-03 7.38113733e-01
 3.54194245e-02 1.92135510e-01 3.48888236e-03 3.76289850e-01
 1.45027563e-02 7.74128075e-01 6.83203975e-01 2.92968405e-02
 5.48671242e-01 2.86819198e-03 6.40855795e-02 2.22740336e-01
 7.66105358e-03 2.21669489e-04 4.63930189e-01 9.48712016e-02
 2.69445968e-02 7.89844557e-02 2.61635225e-01 2.89148401e-01
 3.02444320e-02 1.41059523e-01 2.36567025e-01 2.76381535e-01
 4.50609509e-01 1.74615371e-03 3.41096333e-01 6.68063938e-01
 4.27314339e-01 6.94013477e-02 1.79486028e-01 2.64665093e-02
 1.79398802e-01 8.13172816e-02 2.84816027e-02 1.84640665e-01
 4.05747449e-01 8.80549720e-02 4.28210102e-01 2.02101591e-02
 3.93119449e-01 5.75796436e-01 4.84418466e-01 4.85601733e-01
 4.70167760e-01 1.36644020e-02 4.82631304e-01]","[0.20684119 0.64182347 0.22858372 0.71733024 0.52782008 0.84686911
 0.45060951 0.00174615 0.66806394]",6,just:unfair
"[0.08814063 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.03647427 0.11403036 0.00667981 0.08057324 0.0184044  0.16724971
 0.30728679 0.50109157 0.32327646 0.32970812 0.04329808 0.21578608
 0.15607043 0.38353033 0.25482271 0.83686016 0.68491202 0.69924112
 0.64033285 0.33035084 0.75534933 0.76378959 0.04065305 0.14571892
 0.52647682 0.24716003 0.38073338 0.45357096 0.22769972 0.38602913
 0.39907248 0.12187501 0.2844117  0.16166162 0.20345451 0.00528108
 0.0962907  0.19706335 0.34757368 0.22596742 0.05326727 0.48274103
 0.01107997 0.41537824 0.23990848 0.31463309 0.28699594 0.26941247
 0.06878624 0.80007848 0.2792821  0.21391488 0.33696723 0.0395228
 0.31242056 0.13975381 0.33811522 0.09286186 0.16595114 0.21275335
 0.44424989 0.1289131  0.24957105 0.04698254 0.58286409 0.08463724
 0.18072338 0.12881323 0.13015998 0.13912907 0.13412805 0.05225363
 0.42844319 0.25250439 0.19617413 0.58044718 0.04229117 0.0147438
 0.38445774]","[0.83686016 0.75534933 0.04065305 0.52647682 0.38073338 0.38602913
 0.33811522 0.09286186 0.21275335]",1,kid:child
"[0.00110299 0.10921589 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.22033722 0.21784368 0.16207503 0.25170769 0.23300268 0.345847
 0.25889493 0.06733472 0.35187774 0.17371705 0.56532216 0.05319125
 0.05550669 0.4595166  0.22271585 0.2965191  0.18644786 0.48705507
 0.21735393 0.39908956 0.80820151 0.30010151 0.43883777 0.33229793
 0.54534255 0.36246503 0.51725749 0.34763627 0.47716177 0.50285648
 0.19295548 0.13961725 0.41215589 0.00426564 0.08965516 0.06872142
 0.31504125 0.08809778 0.40745568 0.5378354  0.31724931 0.28724091
 0.45326288 0.10349768 0.11144917 0.24446934 0.23181632 0.29250134
 0.11374931 0.12737063 0.04784509 0.54633463 0.46960664 0.56805155
 0.0373431  0.04272456 0.59296724 0.39966375 0.54660162 0.02612306
 0.00426538 0.22052792 0.32430077 0.33047153 0.08338009 0.05203867
 0.03352275 0.07203732 0.17280545 0.12411398 0.37113313 0.2421317
 0.37558987 0.34876552 0.13716498 0.48233342 0.15933298 0.15035167
 0.06305454]","[0.2965191  0.80820151 0.43883777 0.54534255 0.51725749 0.50285648
 0.59296724 0.39966375 0.02612306]",2,ladder:stairs
